instanceType,instanceFamily,instanceFamilyName,location,currentGeneration,hypervisor,processorArchitectures,processorManufacturer,processor,vCpus,memorySizeInGiB,storage,nitroEnclavesSupport,onDemandLinuxHr,onDemandRhelHr,onDemandWindowsHr,reserved3yNoUpfrontLinuxHr,reserved3yNoUpfrontRhelHr,reserved3yNoUpfrontWindowsHr
c5.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8124M,16.0,32.0,EBS only,supported,0.808,0.981,1.544,0.349,0.522,1.085
c5a.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,x86_64,AMD,AMD EPYC 7R32,16.0,32.0,EBS only,supported,0.728,0.901,1.464,0.314,0.487,1.05
c5d.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8124M,16.0,32.0,1 x 400 NVMe SSD,supported,0.92,1.093,1.656,0.397,0.57,1.133
c6g.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,arm64,AWS,AWS Graviton2 Processor,16.0,32.0,EBS only,supported,0.648,0.8208,,0.2765,0.4493,
c6gd.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,arm64,AWS,AWS Graviton2 Processor,16.0,32.0,1 x 950 NVMe SSD,supported,0.736,0.9088,,0.318,0.4908,
c6gn.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,arm64,AWS,AWS Graviton2 Processor,16.0,32.0,EBS only,supported,0.82,0.9928,,0.4104,0.5832,
c6i.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon 8375C (Ice Lake),16.0,32.0,EBS only,supported,0.808,0.9808,1.544,0.3672,0.54,1.1032
c6id.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon 8375C (Ice Lake),16.0,32.0,1 x 950 NVMe SSD,supported,0.966,1.1388,1.702,0.4173,0.5901,1.1533
c6in.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon 8375C (Ice Lake),16.0,32.0,EBS only,supported,1.0752,1.248,1.8112,0.4499,0.6227,1.1859
c7g.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,arm64,AWS,AWS Graviton3 Processor,16.0,32.0,EBS only,supported,0.6869,0.8597,,0.3121,0.4849,
c7i-flex.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Scalable (Sapphire Rapids),16.0,32.0,EBS only,unsupported,0.806,0.9788,1.5052,0.3662,0.539,1.0654
c7i.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Scalable (Sapphire Rapids),16.0,32.0,EBS only,supported,0.8484,1.0212,1.5844,0.3856,0.5156,1.1216
c5n.4xlarge,c,Compute optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8124M,16.0,42.0,EBS only,supported,1.024,1.197,1.76,0.428,0.601,1.164
g4dn.4xlarge,g4dn,GPU instance,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Family,16.0,64.0,225 GB NVMe SSD,supported,1.408,1.581,2.144,0.684,0.857,1.42
g6.4xlarge,g6,GPU instance,eu-west-3,1.0,nitro,x86_64,AMD,AMD EPYC 7R13 Processor,16.0,64.0,1 x 600 GB NVMe SSD,supported,1.6797,1.8524,2.4156,0.771,0.9438,1.507
im4gn.4xlarge,im4gn,Storage optimized,eu-west-3,1.0,nitro,arm64,AWS,AWS Graviton2 Processor,16.0,64.0,1 x 7500 SSD,unsupported,1.6884,1.8612,,0.7698,0.9426,
m5.4xlarge,m5,General purpose,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8175,16.0,64.0,EBS only,supported,0.896,1.069,1.632,0.387,0.56,1.123
m5a.4xlarge,m5a,General purpose,eu-west-3,1.0,nitro,x86_64,AMD,AMD EPYC 7571,16.0,64.0,EBS only,supported,0.808,0.981,1.544,0.349,0.522,1.085
m5ad.4xlarge,m5ad,General purpose,eu-west-3,1.0,nitro,x86_64,AMD,AMD EPYC 7571,16.0,64.0,2 x 300 NVMe SSD,supported,0.968,1.141,1.704,0.418,0.591,1.154
